"","ent","cve","nivel","servicio","total","alumnos","docentes"
"5577","MORELOS","17013","PREESCOLAR","GENERAL",6,332,11
"5578","MORELOS","17013","PREESCOLAR","IND√çGENA",1,51,1
"5579","MORELOS","17013","PRIMARIA","COMUNITARIO",1,6,1
"5580","MORELOS","17013","PRIMARIA","GENERAL",9,1590,63
"5581","MORELOS","17013","SECUNDARIA","GENERAL",1,198,6
"5582","MORELOS","17013","SECUNDARIA","T√âCNICA",1,361,14
"5583","MORELOS","17013","SECUNDARIA","TELESECUNDARIA",1,125,5
"5584","MORELOS","17014","PREESCOLAR","GENERAL",6,345,14
"5585","MORELOS","17014","PRIMARIA","GENERAL",5,1117,43
"5586","MORELOS","17014","SECUNDARIA","GENERAL",1,465,15
"5587","MORELOS","17014","SECUNDARIA","TELESECUNDARIA",1,128,6
"5588","MORELOS","17015","PREESCOLAR","COMUNITARIO",7,29,5
"5589","MORELOS","17015","PREESCOLAR","GENERAL",10,643,24
"5590","MORELOS","17015","PRIMARIA","COMUNITARIO",4,24,3
"5591","MORELOS","17015","PRIMARIA","GENERAL",16,2954,109
"5592","MORELOS","17015","SECUNDARIA","COMUNITARIO",1,0,0
"5593","MORELOS","17015","SECUNDARIA","GENERAL",2,856,22
"5594","MORELOS","17015","SECUNDARIA","T√âCNICA",1,474,15
"5595","MORELOS","17015","SECUNDARIA","TELESECUNDARIA",3,193,10
"5596","MORELOS","17016","PREESCOLAR","COMUNITARIO",3,48,5
"5597","MORELOS","17016","PREESCOLAR","GENERAL",11,772,24
"5598","MORELOS","17016","PRIMARIA","GENERAL",11,2129,81
"5599","MORELOS","17016","SECUNDARIA","GENERAL",2,573,19
"5600","MORELOS","17016","SECUNDARIA","TELESECUNDARIA",4,620,24
"5601","MORELOS","17017","PREESCOLAR","COMUNITARIO",5,36,5
"5602","MORELOS","17017","PREESCOLAR","GENERAL",24,1848,59
"5603","MORELOS","17017","PREESCOLAR","IND√çGENA",1,229,7
"5604","MORELOS","17017","PRIMARIA","COMUNITARIO",1,16,1
"5605","MORELOS","17017","PRIMARIA","GENERAL",30,6906,247
"5606","MORELOS","17017","PRIMARIA","IND√çGENA",1,407,14
"5607","MORELOS","17017","SECUNDARIA","COMUNITARIO",2,28,2
"5608","MORELOS","17017","SECUNDARIA","GENERAL",5,2677,89
"5609","MORELOS","17017","SECUNDARIA","T√âCNICA",2,917,28
"5610","MORELOS","17017","SECUNDARIA","TELESECUNDARIA",6,333,16
"5611","MORELOS","17018","PREESCOLAR","COMUNITARIO",1,13,1
"5612","MORELOS","17018","PREESCOLAR","GENERAL",31,2616,91
"5613","MORELOS","17018","PREESCOLAR","IND√çGENA",2,222,10
"5614","MORELOS","17018","PRIMARIA","GENERAL",39,11208,368
"5615","MORELOS","17018","PRIMARIA","IND√çGENA",3,581,26
"5616","MORELOS","17018","SECUNDARIA","GENERAL",4,2916,86
"5617","MORELOS","17018","SECUNDARIA","T√âCNICA",5,2875,139
"5618","MORELOS","17018","SECUNDARIA","TELESECUNDARIA",6,1004,39
"5619","MORELOS","17019","PREESCOLAR","COMUNITARIO",4,24,3
"5620","MORELOS","17019","PREESCOLAR","GENERAL",11,819,31
"5621","MORELOS","17019","PRIMARIA","COMUNITARIO",1,4,1
"5622","MORELOS","17019","PRIMARIA","GENERAL",22,2757,107
"5623","MORELOS","17019","SECUNDARIA","COMUNITARIO",1,5,1
"5624","MORELOS","17019","SECUNDARIA","GENERAL",3,781,35
"5625","MORELOS","17019","SECUNDARIA","TELESECUNDARIA",5,501,23
"5626","MORELOS","17020","PREESCOLAR","COMUNITARIO",2,5,1
"5627","MORELOS","17020","PREESCOLAR","GENERAL",16,1211,45
"5628","MORELOS","17020","PRIMARIA","COMUNITARIO",1,9,1
"5629","MORELOS","17020","PRIMARIA","GENERAL",17,3584,135
"5630","MORELOS","17020","SECUNDARIA","GENERAL",3,1350,70
"5631","MORELOS","17020","SECUNDARIA","T√âCNICA",1,304,10
"5632","MORELOS","17020","SECUNDARIA","TELESECUNDARIA",4,147,9
"5633","MORELOS","17021","PREESCOLAR","GENERAL",7,230,7
"5634","MORELOS","17021","PRIMARIA","COMUNITARIO",1,19,1
"5635","MORELOS","17021","PRIMARIA","GENERAL",6,635,26
"5636","MORELOS","17021","SECUNDARIA","COMUNITARIO",1,17,1
"5637","MORELOS","17021","SECUNDARIA","T√âCNICA",1,260,10
"5638","MORELOS","17022","PREESCOLAR","GENERAL",9,728,23
"5639","MORELOS","17022","PREESCOLAR","IND√çGENA",3,146,4
"5640","MORELOS","17022","PRIMARIA","GENERAL",10,2842,108
"5641","MORELOS","17022","PRIMARIA","IND√çGENA",3,44,1
"5642","MORELOS","17022","SECUNDARIA","GENERAL",1,651,21
"5643","MORELOS","17022","SECUNDARIA","T√âCNICA",1,404,10
"5644","MORELOS","17022","SECUNDARIA","TELESECUNDARIA",1,126,5
"5645","MORELOS","17023","PREESCOLAR","COMUNITARIO",1,22,1
"5646","MORELOS","17023","PREESCOLAR","GENERAL",3,250,10
"5647","MORELOS","17023","PRIMARIA","COMUNITARIO",1,26,2
"5648","MORELOS","17023","PRIMARIA","GENERAL",4,896,31
"5649","MORELOS","17023","SECUNDARIA","COMUNITARIO",1,15,1
"5650","MORELOS","17023","SECUNDARIA","GENERAL",1,331,11
"5651","MORELOS","17023","SECUNDARIA","TELESECUNDARIA",1,94,4
"5652","MORELOS","17024","PREESCOLAR","COMUNITARIO",1,16,1
"5653","MORELOS","17024","PREESCOLAR","GENERAL",27,1428,41
"5654","MORELOS","17024","PRIMARIA","GENERAL",28,4927,177
"5655","MORELOS","17024","SECUNDARIA","GENERAL",5,1841,64
"5656","MORELOS","17024","SECUNDARIA","T√âCNICA",1,292,10
"5657","MORELOS","17024","SECUNDARIA","TELESECUNDARIA",8,456,22
"5658","MORELOS","17025","PREESCOLAR","COMUNITARIO",12,74,7
"5659","MORELOS","17025","PREESCOLAR","GENERAL",20,820,22
"5660","MORELOS","17025","PRIMARIA","COMUNITARIO",5,16,3
"5661","MORELOS","17025","PRIMARIA","GENERAL",29,3035,122
"5662","MORELOS","17025","SECUNDARIA","COMUNITARIO",2,27,3
"5663","MORELOS","17025","SECUNDARIA","GENERAL",2,930,40
"5664","MORELOS","17025","SECUNDARIA","T√âCNICA",1,58,6
"5665","MORELOS","17025","SECUNDARIA","TELESECUNDARIA",13,518,29
"5666","MORELOS","17026","PREESCOLAR","COMUNITARIO",2,27,2
"5667","MORELOS","17026","PREESCOLAR","GENERAL",9,471,12
"5668","MORELOS","17026","PRIMARIA","GENERAL",10,1908,69
"5669","MORELOS","17026","SECUNDARIA","T√âCNICA",1,393,12
"5670","MORELOS","17026","SECUNDARIA","TELESECUNDARIA",3,236,10
"5671","MORELOS","17027","PREESCOLAR","COMUNITARIO",4,60,4
"5672","MORELOS","17027","PREESCOLAR","GENERAL",5,341,10
"5673","MORELOS","17027","PRIMARIA","GENERAL",10,1416,45
"5674","MORELOS","17027","SECUNDARIA","GENERAL",1,335,14
"5675","MORELOS","17027","SECUNDARIA","TELESECUNDARIA",2,358,13
"5676","MORELOS","17028","PREESCOLAR","COMUNITARIO",3,54,4
"5677","MORELOS","17028","PREESCOLAR","GENERAL",21,1898,60
"5678","MORELOS","17028","PREESCOLAR","IND√çGENA",1,118,4
"5679","MORELOS","17028","PRIMARIA","COMUNITARIO",1,14,1
"5680","MORELOS","17028","PRIMARIA","GENERAL",30,7425,229
"5681","MORELOS","17028","SECUNDARIA","GENERAL",4,1947,66
"5682","MORELOS","17028","SECUNDARIA","T√âCNICA",2,1158,28
"5683","MORELOS","17028","SECUNDARIA","TELESECUNDARIA",5,884,31
"5684","MORELOS","17029","PREESCOLAR","COMUNITARIO",6,77,6
"5685","MORELOS","17029","PREESCOLAR","GENERAL",42,2889,95
"5686","MORELOS","17029","PRIMARIA","COMUNITARIO",4,66,5
"5687","MORELOS","17029","PRIMARIA","GENERAL",56,11048,392
"5688","MORELOS","17029","SECUNDARIA","GENERAL",7,3431,117
"5689","MORELOS","17029","SECUNDARIA","T√âCNICA",3,1716,51
"5690","MORELOS","17029","SECUNDARIA","TELESECUNDARIA",6,995,37
"5691","MORELOS","17030","PREESCOLAR","COMUNITARIO",6,47,5
"5692","MORELOS","17030","PREESCOLAR","GENERAL",19,1595,52
"5693","MORELOS","17030","PRIMARIA","COMUNITARIO",3,31,4
"5694","MORELOS","17030","PRIMARIA","GENERAL",27,5377,181
"5695","MORELOS","17030","SECUNDARIA","COMUNITARIO",1,12,1
"5696","MORELOS","17030","SECUNDARIA","GENERAL",2,860,40
"5697","MORELOS","17030","SECUNDARIA","T√âCNICA",2,968,42
"5698","MORELOS","17030","SECUNDARIA","TELESECUNDARIA",9,934,41
"5699","MORELOS","17031","PREESCOLAR","GENERAL",13,863,33
"5700","MORELOS","17031","PRIMARIA","GENERAL",11,3273,130
"5701","MORELOS","17031","SECUNDARIA","GENERAL",3,1513,55
"5702","MORELOS","17031","SECUNDARIA","T√âCNICA",2,1044,40
"5703","MORELOS","17031","SECUNDARIA","TELESECUNDARIA",3,232,11
"5704","MORELOS","17032","PREESCOLAR","GENERAL",6,339,12
"5705","MORELOS","17032","PRIMARIA","GENERAL",8,1152,54
"5706","MORELOS","17032","SECUNDARIA","T√âCNICA",1,181,7
"5707","MORELOS","17032","SECUNDARIA","TELESECUNDARIA",2,340,13
"5708","MORELOS","17033","PREESCOLAR","COMUNITARIO",1,7,1
"5709","MORELOS","17033","PREESCOLAR","GENERAL",6,561,20
"5710","MORELOS","17033","PRIMARIA","GENERAL",9,1519,70
"5711","MORELOS","17033","SECUNDARIA","GENERAL",1,383,16
"5712","MORELOS","17033","SECUNDARIA","TELESECUNDARIA",3,455,20
"5713","MORELOS","17034","PREESCOLAR","COMUNITARIO",1,0,0
"5714","MORELOS","17034","PRIMARIA","COMUNITARIO",1,0,0
"5715","M…XICO","15001","PREESCOLAR","COMUNITARIO",16,92,14
"5716","M…XICO","15001","PREESCOLAR","GENERAL",62,2099,50
"5717","M…XICO","15001","PREESCOLAR","IND√çGENA",17,620,14
"5718","M…XICO","15001","PRIMARIA","COMUNITARIO",13,224,17
"5719","M…XICO","15001","PRIMARIA","GENERAL",82,8179,361
"5720","M…XICO","15001","PRIMARIA","IND√çGENA",7,630,24
"5721","M…XICO","15001","SECUNDARIA","COMUNITARIO",5,56,5
"5722","M…XICO","15001","SECUNDARIA","GENERAL",15,2333,113
"5723","M…XICO","15001","SECUNDARIA","T√âCNICA",1,379,10
"5724","M…XICO","15001","SECUNDARIA","TELESECUNDARIA",20,1663,97
"5725","M…XICO","15002","PREESCOLAR","GENERAL",39,4873,185
"5726","M…XICO","15002","PRIMARIA","GENERAL",50,16785,508
"5727","M…XICO","15002","SECUNDARIA","GENERAL",17,5135,187
"5728","M…XICO","15002","SECUNDARIA","T√âCNICA",4,1922,64
"5729","M…XICO","15002","SECUNDARIA","TELESECUNDARIA",8,1151,45
"5730","M…XICO","15003","PREESCOLAR","COMUNITARIO",4,31,4
"5731","M…XICO","15003","PREESCOLAR","GENERAL",55,1694,29
"5732","M…XICO","15003","PREESCOLAR","IND√çGENA",10,267,5
"5733","M…XICO","15003","PRIMARIA","COMUNITARIO",4,25,3
"5734","M…XICO","15003","PRIMARIA","GENERAL",65,5819,245
"5735","M…XICO","15003","PRIMARIA","IND√çGENA",6,435,20
"5736","M…XICO","15003","SECUNDARIA","GENERAL",7,1328,72
"5737","M…XICO","15003","SECUNDARIA","T√âCNICA",3,574,25
"5738","M…XICO","15003","SECUNDARIA","TELESECUNDARIA",18,1251,65
"5739","M…XICO","15004","PREESCOLAR","COMUNITARIO",12,69,10
"5740","M…XICO","15004","PREESCOLAR","GENERAL",21,690,17
"5741","M…XICO","15004","PRIMARIA","COMUNITARIO",1,12,1
"5742","M…XICO","15004","PRIMARIA","GENERAL",37,2006,103
"5743","M…XICO","15004","SECUNDARIA","COMUNITARIO",1,6,1
"5744","M…XICO","15004","SECUNDARIA","GENERAL",1,209,10
"5745","M…XICO","15004","SECUNDARIA","TELESECUNDARIA",14,723,56
"5746","M…XICO","15005","PREESCOLAR","COMUNITARIO",31,411,35
"5747","M…XICO","15005","PREESCOLAR","GENERAL",85,6736,225
"5748","M…XICO","15005","PRIMARIA","COMUNITARIO",5,91,7
"5749","M…XICO","15005","PRIMARIA","GENERAL",126,22824,808
"5750","M…XICO","15005","SECUNDARIA","COMUNITARIO",11,203,15
"5751","M…XICO","15005","SECUNDARIA","GENERAL",23,6057,242
"5752","M…XICO","15005","SECUNDARIA","T√âCNICA",4,1334,48
"5753","M…XICO","15005","SECUNDARIA","TELESECUNDARIA",24,2846,128
"5754","M…XICO","15006","PREESCOLAR","GENERAL",4,460,17
"5755","M…XICO","15006","PRIMARIA","GENERAL",3,1455,38
"5756","M…XICO","15006","SECUNDARIA","T√âCNICA",1,637,28
"5757","M…XICO","15007","PREESCOLAR","COMUNITARIO",13,122,12
"5758","M…XICO","15007","PREESCOLAR","GENERAL",27,999,25
"5759","M…XICO","15007","PRIMARIA","COMUNITARIO",5,67,6
"5760","M…XICO","15007","PRIMARIA","GENERAL",29,3767,148
"5761","M…XICO","15007","SECUNDARIA","COMUNITARIO",2,23,2
"5762","M…XICO","15007","SECUNDARIA","GENERAL",2,502,27
