"","ent","cve","nivel","servicio","total","alumnos","docentes"
"11694","SAN LUIS POTOSÕ","24032","PRIMARIA","COMUNITARIO",19,150,20
"11695","SAN LUIS POTOSÕ","24032","PRIMARIA","GENERAL",56,4842,185
"11696","SAN LUIS POTOSÕ","24032","SECUNDARIA","COMUNITARIO",9,82,9
"11697","SAN LUIS POTOSÕ","24032","SECUNDARIA","GENERAL",1,528,21
"11698","SAN LUIS POTOSÕ","24032","SECUNDARIA","T√âCNICA",2,601,22
"11699","SAN LUIS POTOSÕ","24032","SECUNDARIA","TELESECUNDARIA",25,1149,51
"11700","SAN LUIS POTOSÕ","24033","PREESCOLAR","COMUNITARIO",7,53,7
"11701","SAN LUIS POTOSÕ","24033","PREESCOLAR","GENERAL",18,532,11
"11702","SAN LUIS POTOSÕ","24033","PRIMARIA","COMUNITARIO",5,45,5
"11703","SAN LUIS POTOSÕ","24033","PRIMARIA","GENERAL",23,1245,44
"11704","SAN LUIS POTOSÕ","24033","SECUNDARIA","GENERAL",1,73,2
"11705","SAN LUIS POTOSÕ","24033","SECUNDARIA","T√âCNICA",1,135,6
"11706","SAN LUIS POTOSÕ","24033","SECUNDARIA","TELESECUNDARIA",20,500,11
"11707","SAN LUIS POTOSÕ","24034","PREESCOLAR","COMUNITARIO",3,13,1
"11708","SAN LUIS POTOSÕ","24034","PREESCOLAR","GENERAL",14,781,22
"11709","SAN LUIS POTOSÕ","24034","PREESCOLAR","IND√çGENA",2,50,1
"11710","SAN LUIS POTOSÕ","24034","PRIMARIA","COMUNITARIO",4,22,4
"11711","SAN LUIS POTOSÕ","24034","PRIMARIA","GENERAL",16,1529,69
"11712","SAN LUIS POTOSÕ","24034","PRIMARIA","IND√çGENA",2,115,4
"11713","SAN LUIS POTOSÕ","24034","SECUNDARIA","T√âCNICA",1,354,11
"11714","SAN LUIS POTOSÕ","24034","SECUNDARIA","TELESECUNDARIA",9,536,32
"11715","SAN LUIS POTOSÕ","24035","PREESCOLAR","COMUNITARIO",2,16,2
"11716","SAN LUIS POTOSÕ","24035","PREESCOLAR","GENERAL",82,11068,461
"11717","SAN LUIS POTOSÕ","24035","PRIMARIA","GENERAL",97,28405,1021
"11718","SAN LUIS POTOSÕ","24035","SECUNDARIA","GENERAL",13,7737,322
"11719","SAN LUIS POTOSÕ","24035","SECUNDARIA","T√âCNICA",8,3448,168
"11720","SAN LUIS POTOSÕ","24035","SECUNDARIA","TELESECUNDARIA",13,1311,62
"11721","SAN LUIS POTOSÕ","24036","PREESCOLAR","COMUNITARIO",30,225,23
"11722","SAN LUIS POTOSÕ","24036","PREESCOLAR","GENERAL",24,891,24
"11723","SAN LUIS POTOSÕ","24036","PREESCOLAR","IND√çGENA",9,219,5
"11724","SAN LUIS POTOSÕ","24036","PRIMARIA","COMUNITARIO",20,166,21
"11725","SAN LUIS POTOSÕ","24036","PRIMARIA","GENERAL",37,2703,97
"11726","SAN LUIS POTOSÕ","24036","PRIMARIA","IND√çGENA",14,530,16
"11727","SAN LUIS POTOSÕ","24036","SECUNDARIA","COMUNITARIO",11,48,9
"11728","SAN LUIS POTOSÕ","24036","SECUNDARIA","GENERAL",1,167,6
"11729","SAN LUIS POTOSÕ","24036","SECUNDARIA","T√âCNICA",2,300,17
"11730","SAN LUIS POTOSÕ","24036","SECUNDARIA","TELESECUNDARIA",24,1050,50
"11731","SAN LUIS POTOSÕ","24037","PREESCOLAR","COMUNITARIO",35,228,33
"11732","SAN LUIS POTOSÕ","24037","PREESCOLAR","GENERAL",53,2682,100
"11733","SAN LUIS POTOSÕ","24037","PREESCOLAR","IND√çGENA",87,2228,64
"11734","SAN LUIS POTOSÕ","24037","PRIMARIA","COMUNITARIO",18,223,21
"11735","SAN LUIS POTOSÕ","24037","PRIMARIA","GENERAL",75,8184,385
"11736","SAN LUIS POTOSÕ","24037","PRIMARIA","IND√çGENA",73,3612,168
"11737","SAN LUIS POTOSÕ","24037","SECUNDARIA","COMUNITARIO",5,64,6
"11738","SAN LUIS POTOSÕ","24037","SECUNDARIA","GENERAL",5,2309,75
"11739","SAN LUIS POTOSÕ","24037","SECUNDARIA","T√âCNICA",2,793,23
"11740","SAN LUIS POTOSÕ","24037","SECUNDARIA","TELESECUNDARIA",63,3849,194
"11741","SAN LUIS POTOSÕ","24038","PREESCOLAR","COMUNITARIO",6,36,5
"11742","SAN LUIS POTOSÕ","24038","PREESCOLAR","GENERAL",10,242,4
"11743","SAN LUIS POTOSÕ","24038","PREESCOLAR","IND√çGENA",18,374,11
"11744","SAN LUIS POTOSÕ","24038","PRIMARIA","COMUNITARIO",7,44,7
"11745","SAN LUIS POTOSÕ","24038","PRIMARIA","GENERAL",25,1229,40
"11746","SAN LUIS POTOSÕ","24038","PRIMARIA","IND√çGENA",6,338,18
"11747","SAN LUIS POTOSÕ","24038","SECUNDARIA","T√âCNICA",1,320,12
"11748","SAN LUIS POTOSÕ","24038","SECUNDARIA","TELESECUNDARIA",15,563,28
"11749","SAN LUIS POTOSÕ","24039","PREESCOLAR","COMUNITARIO",5,27,3
"11750","SAN LUIS POTOSÕ","24039","PREESCOLAR","GENERAL",11,279,6
"11751","SAN LUIS POTOSÕ","24039","PREESCOLAR","IND√çGENA",22,383,3
"11752","SAN LUIS POTOSÕ","24039","PRIMARIA","COMUNITARIO",4,38,4
"11753","SAN LUIS POTOSÕ","24039","PRIMARIA","GENERAL",16,1119,44
"11754","SAN LUIS POTOSÕ","24039","PRIMARIA","IND√çGENA",16,593,19
"11755","SAN LUIS POTOSÕ","24039","SECUNDARIA","T√âCNICA",2,517,20
"11756","SAN LUIS POTOSÕ","24039","SECUNDARIA","TELESECUNDARIA",8,352,16
"11757","SAN LUIS POTOSÕ","24040","PREESCOLAR","COMUNITARIO",9,92,9
"11758","SAN LUIS POTOSÕ","24040","PREESCOLAR","GENERAL",23,1412,47
"11759","SAN LUIS POTOSÕ","24040","PREESCOLAR","IND√çGENA",2,89,3
"11760","SAN LUIS POTOSÕ","24040","PRIMARIA","COMUNITARIO",5,43,5
"11761","SAN LUIS POTOSÕ","24040","PRIMARIA","GENERAL",35,3898,156
"11762","SAN LUIS POTOSÕ","24040","PRIMARIA","IND√çGENA",3,179,11
"11763","SAN LUIS POTOSÕ","24040","SECUNDARIA","COMUNITARIO",2,12,2
"11764","SAN LUIS POTOSÕ","24040","SECUNDARIA","GENERAL",5,1461,66
"11765","SAN LUIS POTOSÕ","24040","SECUNDARIA","T√âCNICA",2,255,11
"11766","SAN LUIS POTOSÕ","24040","SECUNDARIA","TELESECUNDARIA",18,660,32
"11767","SAN LUIS POTOSÕ","24041","PREESCOLAR","COMUNITARIO",3,15,3
"11768","SAN LUIS POTOSÕ","24041","PREESCOLAR","GENERAL",12,327,6
"11769","SAN LUIS POTOSÕ","24041","PREESCOLAR","IND√çGENA",28,535,10
"11770","SAN LUIS POTOSÕ","24041","PRIMARIA","COMUNITARIO",6,57,6
"11771","SAN LUIS POTOSÕ","24041","PRIMARIA","GENERAL",23,1414,62
"11772","SAN LUIS POTOSÕ","24041","PRIMARIA","IND√çGENA",18,691,30
"11773","SAN LUIS POTOSÕ","24041","SECUNDARIA","COMUNITARIO",1,7,1
"11774","SAN LUIS POTOSÕ","24041","SECUNDARIA","GENERAL",1,369,14
"11775","SAN LUIS POTOSÕ","24041","SECUNDARIA","T√âCNICA",1,252,10
"11776","SAN LUIS POTOSÕ","24041","SECUNDARIA","TELESECUNDARIA",18,826,47
"11777","SAN LUIS POTOSÕ","24042","PREESCOLAR","GENERAL",7,608,24
"11778","SAN LUIS POTOSÕ","24042","PREESCOLAR","IND√çGENA",5,68,1
"11779","SAN LUIS POTOSÕ","24042","PRIMARIA","COMUNITARIO",1,9,1
"11780","SAN LUIS POTOSÕ","24042","PRIMARIA","GENERAL",12,1411,61
"11781","SAN LUIS POTOSÕ","24042","PRIMARIA","IND√çGENA",1,11,0
"11782","SAN LUIS POTOSÕ","24042","SECUNDARIA","T√âCNICA",2,1118,36
"11783","SAN LUIS POTOSÕ","24042","SECUNDARIA","TELESECUNDARIA",8,274,16
"11784","SAN LUIS POTOSÕ","24043","PREESCOLAR","COMUNITARIO",4,12,2
"11785","SAN LUIS POTOSÕ","24043","PREESCOLAR","GENERAL",11,361,7
"11786","SAN LUIS POTOSÕ","24043","PRIMARIA","COMUNITARIO",4,21,4
"11787","SAN LUIS POTOSÕ","24043","PRIMARIA","GENERAL",13,1024,38
"11788","SAN LUIS POTOSÕ","24043","SECUNDARIA","COMUNITARIO",1,0,0
"11789","SAN LUIS POTOSÕ","24043","SECUNDARIA","GENERAL",1,286,12
"11790","SAN LUIS POTOSÕ","24043","SECUNDARIA","TELESECUNDARIA",6,252,10
"11791","SAN LUIS POTOSÕ","24044","PREESCOLAR","COMUNITARIO",9,48,5
"11792","SAN LUIS POTOSÕ","24044","PREESCOLAR","GENERAL",11,354,10
"11793","SAN LUIS POTOSÕ","24044","PRIMARIA","COMUNITARIO",8,61,9
"11794","SAN LUIS POTOSÕ","24044","PRIMARIA","GENERAL",16,920,30
"11795","SAN LUIS POTOSÕ","24044","SECUNDARIA","COMUNITARIO",4,28,4
"11796","SAN LUIS POTOSÕ","24044","SECUNDARIA","GENERAL",1,136,6
"11797","SAN LUIS POTOSÕ","24044","SECUNDARIA","TELESECUNDARIA",10,261,8
"11798","SAN LUIS POTOSÕ","24045","PREESCOLAR","COMUNITARIO",17,101,13
"11799","SAN LUIS POTOSÕ","24045","PREESCOLAR","GENERAL",14,472,14
"11800","SAN LUIS POTOSÕ","24045","PRIMARIA","COMUNITARIO",9,86,9
"11801","SAN LUIS POTOSÕ","24045","PRIMARIA","GENERAL",30,1351,45
"11802","SAN LUIS POTOSÕ","24045","SECUNDARIA","COMUNITARIO",4,30,4
"11803","SAN LUIS POTOSÕ","24045","SECUNDARIA","T√âCNICA",1,245,11
"11804","SAN LUIS POTOSÕ","24045","SECUNDARIA","TELESECUNDARIA",19,576,18
"11805","SAN LUIS POTOSÕ","24046","PREESCOLAR","COMUNITARIO",13,95,12
"11806","SAN LUIS POTOSÕ","24046","PREESCOLAR","GENERAL",13,747,22
"11807","SAN LUIS POTOSÕ","24046","PRIMARIA","COMUNITARIO",6,69,6
"11808","SAN LUIS POTOSÕ","24046","PRIMARIA","GENERAL",21,2145,75
"11809","SAN LUIS POTOSÕ","24046","SECUNDARIA","T√âCNICA",2,499,18
"11810","SAN LUIS POTOSÕ","24046","SECUNDARIA","TELESECUNDARIA",14,554,23
"11811","SAN LUIS POTOSÕ","24047","PREESCOLAR","COMUNITARIO",10,56,7
"11812","SAN LUIS POTOSÕ","24047","PREESCOLAR","GENERAL",16,377,6
"11813","SAN LUIS POTOSÕ","24047","PRIMARIA","COMUNITARIO",7,67,8
"11814","SAN LUIS POTOSÕ","24047","PRIMARIA","GENERAL",26,1027,32
"11815","SAN LUIS POTOSÕ","24047","SECUNDARIA","COMUNITARIO",5,32,4
"11816","SAN LUIS POTOSÕ","24047","SECUNDARIA","GENERAL",1,80,5
"11817","SAN LUIS POTOSÕ","24047","SECUNDARIA","TELESECUNDARIA",16,405,9
"11818","SAN LUIS POTOSÕ","24048","PREESCOLAR","COMUNITARIO",3,12,2
"11819","SAN LUIS POTOSÕ","24048","PREESCOLAR","GENERAL",5,205,6
"11820","SAN LUIS POTOSÕ","24048","PRIMARIA","COMUNITARIO",2,23,2
"11821","SAN LUIS POTOSÕ","24048","PRIMARIA","GENERAL",8,597,24
"11822","SAN LUIS POTOSÕ","24048","SECUNDARIA","COMUNITARIO",1,12,1
"11823","SAN LUIS POTOSÕ","24048","SECUNDARIA","GENERAL",1,193,11
"11824","SAN LUIS POTOSÕ","24048","SECUNDARIA","TELESECUNDARIA",2,41,1
"11825","SAN LUIS POTOSÕ","24049","PREESCOLAR","COMUNITARIO",13,91,9
"11826","SAN LUIS POTOSÕ","24049","PREESCOLAR","GENERAL",29,1611,45
"11827","SAN LUIS POTOSÕ","24049","PRIMARIA","COMUNITARIO",7,60,8
"11828","SAN LUIS POTOSÕ","24049","PRIMARIA","GENERAL",41,5035,198
"11829","SAN LUIS POTOSÕ","24049","SECUNDARIA","COMUNITARIO",6,63,6
"11830","SAN LUIS POTOSÕ","24049","SECUNDARIA","GENERAL",1,193,11
"11831","SAN LUIS POTOSÕ","24049","SECUNDARIA","T√âCNICA",2,737,17
"11832","SAN LUIS POTOSÕ","24049","SECUNDARIA","TELESECUNDARIA",22,1247,47
"11833","SAN LUIS POTOSÕ","24050","PREESCOLAR","COMUNITARIO",10,85,10
"11834","SAN LUIS POTOSÕ","24050","PREESCOLAR","GENERAL",40,2933,94
"11835","SAN LUIS POTOSÕ","24050","PRIMARIA","COMUNITARIO",8,66,8
"11836","SAN LUIS POTOSÕ","24050","PRIMARIA","GENERAL",47,7103,287
"11837","SAN LUIS POTOSÕ","24050","SECUNDARIA","COMUNITARIO",2,20,2
"11838","SAN LUIS POTOSÕ","24050","SECUNDARIA","T√âCNICA",3,1079,57
"11839","SAN LUIS POTOSÕ","24050","SECUNDARIA","TELESECUNDARIA",28,2262,105
"11840","SAN LUIS POTOSÕ","24051","PREESCOLAR","COMUNITARIO",7,39,7
"11841","SAN LUIS POTOSÕ","24051","PREESCOLAR","GENERAL",18,599,16
"11842","SAN LUIS POTOSÕ","24051","PRIMARIA","COMUNITARIO",3,25,3
"11843","SAN LUIS POTOSÕ","24051","PRIMARIA","GENERAL",26,1655,58
"11844","SAN LUIS POTOSÕ","24051","SECUNDARIA","COMUNITARIO",1,6,1
"11845","SAN LUIS POTOSÕ","24051","SECUNDARIA","T√âCNICA",2,300,13
"11846","SAN LUIS POTOSÕ","24051","SECUNDARIA","TELESECUNDARIA",23,589,22
"11847","SAN LUIS POTOSÕ","24052","PREESCOLAR","COMUNITARIO",7,23,5
"11848","SAN LUIS POTOSÕ","24052","PREESCOLAR","GENERAL",7,403,13
"11849","SAN LUIS POTOSÕ","24052","PRIMARIA","COMUNITARIO",6,58,6
"11850","SAN LUIS POTOSÕ","24052","PRIMARIA","GENERAL",10,1110,44
"11851","SAN LUIS POTOSÕ","24052","SECUNDARIA","COMUNITARIO",1,6,1
"11852","SAN LUIS POTOSÕ","24052","SECUNDARIA","T√âCNICA",2,349,11
"11853","SAN LUIS POTOSÕ","24052","SECUNDARIA","TELESECUNDARIA",8,169,5
"11854","SAN LUIS POTOSÕ","24053","PREESCOLAR","COMUNITARIO",9,69,8
"11855","SAN LUIS POTOSÕ","24053","PREESCOLAR","GENERAL",16,743,25
"11856","SAN LUIS POTOSÕ","24053","PREESCOLAR","IND√çGENA",21,686,30
"11857","SAN LUIS POTOSÕ","24053","PRIMARIA","COMUNITARIO",6,76,6
"11858","SAN LUIS POTOSÕ","24053","PRIMARIA","GENERAL",34,3654,162
"11859","SAN LUIS POTOSÕ","24053","PRIMARIA","IND√çGENA",6,357,23
"11860","SAN LUIS POTOSÕ","24053","SECUNDARIA","GENERAL",3,1058,42
"11861","SAN LUIS POTOSÕ","24053","SECUNDARIA","T√âCNICA",1,209,9
"11862","SAN LUIS POTOSÕ","24053","SECUNDARIA","TELESECUNDARIA",18,934,54
"11863","SAN LUIS POTOSÕ","24054","PREESCOLAR","COMUNITARIO",54,417,49
"11864","SAN LUIS POTOSÕ","24054","PREESCOLAR","GENERAL",45,1524,35
"11865","SAN LUIS POTOSÕ","24054","PREESCOLAR","IND√çGENA",28,792,29
"11866","SAN LUIS POTOSÕ","24054","PRIMARIA","COMUNITARIO",34,355,37
"11867","SAN LUIS POTOSÕ","24054","PRIMARIA","GENERAL",58,5077,221
"11868","SAN LUIS POTOSÕ","24054","PRIMARIA","IND√çGENA",37,1539,57
"11869","SAN LUIS POTOSÕ","24054","SECUNDARIA","COMUNITARIO",10,129,12
"11870","SAN LUIS POTOSÕ","24054","SECUNDARIA","GENERAL",2,609,19
"11871","SAN LUIS POTOSÕ","24054","SECUNDARIA","T√âCNICA",3,489,22
"11872","SAN LUIS POTOSÕ","24054","SECUNDARIA","TELESECUNDARIA",37,2307,116
"11873","SAN LUIS POTOSÕ","24055","PREESCOLAR","COMUNITARIO",14,107,13
"11874","SAN LUIS POTOSÕ","24055","PREESCOLAR","GENERAL",25,1364,52
"11875","SAN LUIS POTOSÕ","24055","PRIMARIA","COMUNITARIO",8,56,9
"11876","SAN LUIS POTOSÕ","24055","PRIMARIA","GENERAL",36,3504,128
"11877","SAN LUIS POTOSÕ","24055","SECUNDARIA","COMUNITARIO",1,4,1
"11878","SAN LUIS POTOSÕ","24055","SECUNDARIA","T√âCNICA",2,1276,56
"11879","SAN LUIS POTOSÕ","24055","SECUNDARIA","TELESECUNDARIA",22,803,36
"11880","SAN LUIS POTOSÕ","24056","PREESCOLAR","COMUNITARIO",9,76,8
"11881","SAN LUIS POTOSÕ","24056","PREESCOLAR","GENERAL",13,718,24
"11882","SAN LUIS POTOSÕ","24056","PRIMARIA","COMUNITARIO",6,65,7
"11883","SAN LUIS POTOSÕ","24056","PRIMARIA","GENERAL",20,2342,79
"11884","SAN LUIS POTOSÕ","24056","SECUNDARIA","COMUNITARIO",2,17,2
"11885","SAN LUIS POTOSÕ","24056","SECUNDARIA","GENERAL",1,74,7
"11886","SAN LUIS POTOSÕ","24056","SECUNDARIA","T√âCNICA",1,403,11
"11887","SAN LUIS POTOSÕ","24056","SECUNDARIA","TELESECUNDARIA",10,508,20
"11888","SAN LUIS POTOSÕ","24057","PREESCOLAR","COMUNITARIO",6,50,6
"11889","SAN LUIS POTOSÕ","24057","PREESCOLAR","GENERAL",23,768,22
"11890","SAN LUIS POTOSÕ","24057","PREESCOLAR","IND√çGENA",31,750,23
"11891","SAN LUIS POTOSÕ","24057","PRIMARIA","COMUNITARIO",3,19,3
"11892","SAN LUIS POTOSÕ","24057","PRIMARIA","GENERAL",29,3259,147
"11893","SAN LUIS POTOSÕ","24057","PRIMARIA","IND√çGENA",26,1102,45
"11894","SAN LUIS POTOSÕ","24057","SECUNDARIA","COMUNITARIO",1,17,2
"11895","SAN LUIS POTOSÕ","24057","SECUNDARIA","GENERAL",1,619,19
"11896","SAN LUIS POTOSÕ","24057","SECUNDARIA","T√âCNICA",2,439,17
"11897","SAN LUIS POTOSÕ","24057","SECUNDARIA","TELESECUNDARIA",18,1146,63
"11898","SAN LUIS POTOSÕ","24058","PREESCOLAR","COMUNITARIO",9,79,9
"11899","SAN LUIS POTOSÕ","24058","PREESCOLAR","GENERAL",20,1151,35
"11900","SAN LUIS POTOSÕ","24058","PRIMARIA","COMUNITARIO",5,35,5
"11901","SAN LUIS POTOSÕ","24058","PRIMARIA","GENERAL",25,2551,92
"11902","SAN LUIS POTOSÕ","24058","SECUNDARIA","COMUNITARIO",2,10,2
"11903","SAN LUIS POTOSÕ","24058","SECUNDARIA","GENERAL",1,15,0
"11904","SAN LUIS POTOSÕ","24058","SECUNDARIA","T√âCNICA",1,475,13
"11905","SAN LUIS POTOSÕ","24058","SECUNDARIA","TELESECUNDARIA",12,578,27
"11906","SINALOA","25001","PREESCOLAR","COMUNITARIO",33,392,37
"11907","SINALOA","25001","PREESCOLAR","GENERAL",131,11610,457
"11908","SINALOA","25001","PREESCOLAR","IND√çGENA",8,413,14
"11909","SINALOA","25001","PRIMARIA","COMUNITARIO",14,133,14
"11910","SINALOA","25001","PRIMARIA","GENERAL",187,39412,1329
"11911","SINALOA","25001","PRIMARIA","IND√çGENA",8,895,46
"11912","SINALOA","25001","SECUNDARIA","COMUNITARIO",2,36,3
"11913","SINALOA","25001","SECUNDARIA","GENERAL",39,11243,678
"11914","SINALOA","25001","SECUNDARIA","T√âCNICA",20,10303,479
"11915","SINALOA","25001","SECUNDARIA","TELESECUNDARIA",13,693,36
"11916","SINALOA","25002","PREESCOLAR","COMUNITARIO",16,109,15
"11917","SINALOA","25002","PREESCOLAR","GENERAL",34,1252,59
"11918","SINALOA","25002","PRIMARIA","COMUNITARIO",4,20,3
"11919","SINALOA","25002","PRIMARIA","GENERAL",37,4267,172
"11920","SINALOA","25002","SECUNDARIA","GENERAL",9,1433,84
"11921","SINALOA","25002","SECUNDARIA","T√âCNICA",3,569,40
"11922","SINALOA","25002","SECUNDARIA","TELESECUNDARIA",8,387,21
"11923","SINALOA","25003","PREESCOLAR","COMUNITARIO",86,637,73
"11924","SINALOA","25003","PREESCOLAR","GENERAL",53,937,11
"11925","SINALOA","25003","PRIMARIA","COMUNITARIO",35,190,29
"11926","SINALOA","25003","PRIMARIA","GENERAL",121,4022,105
"11927","SINALOA","25003","SECUNDARIA","COMUNITARIO",26,262,26
"11928","SINALOA","25003","SECUNDARIA","GENERAL",7,750,50
"11929","SINALOA","25003","SECUNDARIA","T√âCNICA",2,96,12
"11930","SINALOA","25003","SECUNDARIA","TELESECUNDARIA",41,993,56
"11931","SINALOA","25004","PREESCOLAR","COMUNITARIO",9,64,9
"11932","SINALOA","25004","PREESCOLAR","GENERAL",31,822,28
"11933","SINALOA","25004","PRIMARIA","COMUNITARIO",9,78,9
"11934","SINALOA","25004","PRIMARIA","GENERAL",38,2783,105
"11935","SINALOA","25004","SECUNDARIA","COMUNITARIO",3,19,3
"11936","SINALOA","25004","SECUNDARIA","GENERAL",7,1012,61
"11937","SINALOA","25004","SECUNDARIA","TELESECUNDARIA",14,459,27
"11938","SINALOA","25005","PREESCOLAR","COMUNITARIO",31,178,28
"11939","SINALOA","25005","PREESCOLAR","GENERAL",31,652,17
"11940","SINALOA","25005","PRIMARIA","COMUNITARIO",31,214,29
"11941","SINALOA","25005","PRIMARIA","GENERAL",42,2564,76
"11942","SINALOA","25005","SECUNDARIA","COMUNITARIO",20,116,14
"11943","SINALOA","25005","SECUNDARIA","GENERAL",3,705,60
"11944","SINALOA","25005","SECUNDARIA","TELESECUNDARIA",16,370,23
"11945","SINALOA","25006","PREESCOLAR","COMUNITARIO",135,1397,124
"11946","SINALOA","25006","PREESCOLAR","GENERAL",281,27621,1123
"11947","SINALOA","25006","PRIMARIA","COMUNITARIO",44,435,40
"11948","SINALOA","25006","PRIMARIA","GENERAL",482,89321,2884
"11949","SINALOA","25006","SECUNDARIA","COMUNITARIO",15,99,9
"11950","SINALOA","25006","SECUNDARIA","GENERAL",76,25920,1395
"11951","SINALOA","25006","SECUNDARIA","T√âCNICA",40,21867,970
"11952","SINALOA","25006","SECUNDARIA","TELESECUNDARIA",53,2281,128
"11953","SINALOA","25007","PREESCOLAR","COMUNITARIO",27,264,27
"11954","SINALOA","25007","PREESCOLAR","GENERAL",41,1021,18
"11955","SINALOA","25007","PREESCOLAR","IND√çGENA",1,17,0
"11956","SINALOA","25007","PRIMARIA","COMUNITARIO",20,163,18
"11957","SINALOA","25007","PRIMARIA","GENERAL",64,3686,103
"11958","SINALOA","25007","PRIMARIA","IND√çGENA",1,43,2
"11959","SINALOA","25007","SECUNDARIA","COMUNITARIO",15,158,14
"11960","SINALOA","25007","SECUNDARIA","GENERAL",7,987,53
"11961","SINALOA","25007","SECUNDARIA","TELESECUNDARIA",18,693,35
"11962","SINALOA","25008","PREESCOLAR","COMUNITARIO",16,102,14
"11963","SINALOA","25008","PREESCOLAR","GENERAL",63,1813,58
"11964","SINALOA","25008","PRIMARIA","COMUNITARIO",8,61,6
"11965","SINALOA","25008","PRIMARIA","GENERAL",78,6288,217
"11966","SINALOA","25008","SECUNDARIA","COMUNITARIO",4,30,3
"11967","SINALOA","25008","SECUNDARIA","GENERAL",23,1704,107
"11968","SINALOA","25008","SECUNDARIA","T√âCNICA",2,311,17
"11969","SINALOA","25008","SECUNDARIA","TELESECUNDARIA",15,751,38
"11970","SINALOA","25009","PREESCOLAR","COMUNITARIO",5,20,4
"11971","SINALOA","25009","PREESCOLAR","GENERAL",28,1881,86
"11972","SINALOA","25009","PRIMARIA","COMUNITARIO",5,67,6
"11973","SINALOA","25009","PRIMARIA","GENERAL",35,6392,234
"11974","SINALOA","25009","SECUNDARIA","COMUNITARIO",2,21,2
"11975","SINALOA","25009","SECUNDARIA","GENERAL",10,2892,140
"11976","SINALOA","25009","SECUNDARIA","T√âCNICA",2,305,22
"11977","SINALOA","25009","SECUNDARIA","TELESECUNDARIA",3,133,7
"11978","SINALOA","25010","PREESCOLAR","COMUNITARIO",50,460,50
"11979","SINALOA","25010","PREESCOLAR","GENERAL",55,2438,75
"11980","SINALOA","25010","PREESCOLAR","IND√çGENA",20,583,12
"11981","SINALOA","25010","PRIMARIA","COMUNITARIO",33,323,35
"11982","SINALOA","25010","PRIMARIA","GENERAL",91,9274,330
"11983","SINALOA","25010","PRIMARIA","IND√çGENA",16,959,56
"11984","SINALOA","25010","SECUNDARIA","COMUNITARIO",8,86,8
"11985","SINALOA","25010","SECUNDARIA","GENERAL",11,2993,156
"11986","SINALOA","25010","SECUNDARIA","T√âCNICA",5,1308,64
"11987","SINALOA","25010","SECUNDARIA","TELESECUNDARIA",27,1269,70
"11988","SINALOA","25011","PREESCOLAR","COMUNITARIO",49,432,50
"11989","SINALOA","25011","PREESCOLAR","GENERAL",159,8278,304
"11990","SINALOA","25011","PREESCOLAR","IND√çGENA",1,16,0
"11991","SINALOA","25011","PRIMARIA","COMUNITARIO",10,68,9
"11992","SINALOA","25011","PRIMARIA","GENERAL",214,28140,989
"11993","SINALOA","25011","PRIMARIA","IND√çGENA",1,51,3
"11994","SINALOA","25011","SECUNDARIA","GENERAL",38,8364,449
"11995","SINALOA","25011","SECUNDARIA","T√âCNICA",15,6202,306
"11996","SINALOA","25011","SECUNDARIA","TELESECUNDARIA",21,1033,55
"11997","SINALOA","25012","PREESCOLAR","COMUNITARIO",14,97,14
"11998","SINALOA","25012","PREESCOLAR","GENERAL",120,11540,491
"11999","SINALOA","25012","PRIMARIA","COMUNITARIO",15,137,16
"12000","SINALOA","25012","PRIMARIA","GENERAL",186,40318,1365
"12001","SINALOA","25012","SECUNDARIA","COMUNITARIO",10,99,10
"12002","SINALOA","25012","SECUNDARIA","GENERAL",40,15849,811
"12003","SINALOA","25012","SECUNDARIA","T√âCNICA",10,5883,210
"12004","SINALOA","25012","SECUNDARIA","TELESECUNDARIA",12,340,19
"12005","SINALOA","25013","PREESCOLAR","COMUNITARIO",46,300,45
"12006","SINALOA","25013","PREESCOLAR","GENERAL",51,1282,37
"12007","SINALOA","25013","PRIMARIA","COMUNITARIO",21,165,20
"12008","SINALOA","25013","PRIMARIA","GENERAL",75,4387,143
"12009","SINALOA","25013","SECUNDARIA","COMUNITARIO",2,17,2
"12010","SINALOA","25013","SECUNDARIA","GENERAL",7,1460,93
"12011","SINALOA","25013","SECUNDARIA","T√âCNICA",4,375,34
"12012","SINALOA","25013","SECUNDARIA","TELESECUNDARIA",21,614,38
"12013","SINALOA","25014","PREESCOLAR","COMUNITARIO",20,133,17
"12014","SINALOA","25014","PREESCOLAR","GENERAL",46,1649,59
"12015","SINALOA","25014","PRIMARIA","COMUNITARIO",8,55,7
"12016","SINALOA","25014","PRIMARIA","GENERAL",60,5949,213
"12017","SINALOA","25014","SECUNDARIA","COMUNITARIO",5,37,5
"12018","SINALOA","25014","SECUNDARIA","GENERAL",12,2078,137
"12019","SINALOA","25014","SECUNDARIA","T√âCNICA",1,310,12
"12020","SINALOA","25014","SECUNDARIA","TELESECUNDARIA",16,577,31
"12021","SINALOA","25015","PREESCOLAR","COMUNITARIO",12,79,11
"12022","SINALOA","25015","PREESCOLAR","GENERAL",39,2454,97
"12023","SINALOA","25015","PRIMARIA","COMUNITARIO",5,50,5
"12024","SINALOA","25015","PRIMARIA","GENERAL",53,7590,260
"12025","SINALOA","25015","SECUNDARIA","COMUNITARIO",1,12,1
"12026","SINALOA","25015","SECUNDARIA","GENERAL",7,3707,216
"12027","SINALOA","25015","SECUNDARIA","T√âCNICA",4,1551,76
